"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"986","WBGene00021717","Y49F6B.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","sdz-32 is enriched in the DA neuron, the VA neuron, the body wall muscle cell, and the hypodermis based on tiling array studies\; is affected by several genes including drh-3, let-418, and tatn-1 based on tiling array and RNA-seq studies\; is affected by seven chemicals including methylmercuric chloride, Tunicamycin, and multi-walled carbon nanotube based on microarray and RNA-seq studies."
"987","WBGene00021724","Y49F6C.2","Unassigned","Unassigned","Unassigned","Y49F6C.2 is enriched in the pharynx based on microarray studies\; is affected by several genes including eat-2, sir-2.1, and mir-243 based on tiling array and microarray studies."
"988","WBGene00021806","Y53G8AM.6","Unassigned","Unassigned","Unassigned","Y53G8AM.6 is affected by several genes including sir-2.1, drh-3, and jmjd-3.1 based on tiling array, RNA-seq, and microarray studies\; is affected by Sirolimus based on microarray studies."
"989","WBGene00021821","Y54B9A.1","Unassigned","Unassigned","Unassigned","Y54B9A.1 is enriched in the OLL and the PVD based on microarray studies\; is affected by mir-34 based on microarray studies\; is affected by sesamin and Atrazine based on microarray studies\; is predicted to encode a protein with the following domain: GETHR pentapeptide repeat."
"990","WBGene00021911","Y55B1BR.1","Unassigned","Unassigned","Unassigned","Y55B1BR.1 is affected by several genes including pgl-1, glh-1, and met-2 based on microarray and RNA-seq studies\; is affected by Tunicamycin based on microarray studies."
"991","WBGene00021966","Y57G7A.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y57G7A.2 is affected by several genes including age-1, clk-1, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by nine chemicals including Mercuric Chloride, Rotenone, and Alovudine based on microarray and RNA-seq studies."
"992","WBGene00021977","Y58A7A.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y58A7A.3 is enriched in several tissues, including the epithelial system, the intestine, the nervous system, and the somatic gonad precursor based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray, tiling array, and RNA-seq studies\; is affected by sixteen chemicals including Ethanol, 1-methylnicotinamide, and methylmercuric chloride based on RNA-seq and microarray studies."
"993","WBGene00021987","Y59E1A.1","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-40 is enriched in the muscle cell based on tiling array and microarray studies\; is affected by several genes including daf-16, sir-2.1, and pgl-1 based on RNA-seq and microarray studies\; is affected by four chemicals including fluoranthene, Chlorpyrifos, and Diazinon based on microarray studies\; is predicted to encode a protein with the following domains: F-box domain, Domain of unknown function DUF38, Caenorhabditis species, and F-box-like domain superfamily."
"994","WBGene00022000","Y59E9AR.5","Transcription factor","Transcription factor: T box","Transcription factor: T box","tbx-42 is predicted to have DNA binding activity and DNA-binding activity transcription factor activity."
"995","WBGene00022001","Y59E9AR.6","Pseudogene","Pseudogene","Pseudogene","thn-7 is affected by cyc-1 and ets-4 based on microarray studies\; is affected by methylmercuric chloride and multi-walled carbon nanotube based on microarray and RNA-seq studies."
"996","WBGene00022007","Y59H11AM.3","Metabolism","Metabolism: unassigned","Metabolism: unassigned","mpst-6 is an ortholog of human MPST and tst\; is predicted to have transferase activity."
"997","WBGene00022023","Y64H9A.1","Pseudogene","Pseudogene","Pseudogene","Y64H9A.1 is enriched in the intestine based on microarray studies\; is affected by several genes including daf-16, clk-1, and drh-3 based on microarray and RNA-seq studies\; is affected by Diazinon based on microarray studies."
"998","WBGene00022094","Y69A2AR.23","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y69A2AR.23 is enriched in the NSM, the amphid sheath cell, and the male based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, eat-2, and npr-1 based on tiling array, RNA-seq, and microarray studies\; is affected by ten chemicals including Ethanol, methylmercuric chloride, and manganese chloride based on RNA-seq and microarray studies."
"999","WBGene00022133","Y71F9B.15","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y71F9B.15 is enriched in the male based on RNA-seq studies\; is affected by several genes including clk-1, pgl-1, and isp-1 based on tiling array, RNA-seq, and microarray studies\; is affected by nine chemicals including hydrogen sulfide, tryptophan, and methylmercuric chloride based on microarray and RNA-seq studies."
"1000","WBGene00022143","Y71G12B.3","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y71G12B.3 is enriched in the DA neuron, the VA neuron, the amphid sheath cell, the body wall muscle cell, and the male based on tiling array and RNA-seq studies\; is affected by several genes including hsf-1, eat-2, and npr-1 based on microarray and RNA-seq studies\; is affected by twelve chemicals including Ethanol, methylmercuric chloride, and manganese chloride based on RNA-seq and microarray studies."
"1001","WBGene00022210","Y73B3A.8","Unassigned","Unassigned","Unassigned","Y73B3A.8 is enriched in the germline precursor cell based on tiling array studies\; is affected by rsr-2, ain-1, and ain-2 based on tiling array and microarray studies\; is affected by Sirolimus based on microarray studies."
"1002","WBGene00022262","Y73C8C.3","Unassigned","Unassigned","Unassigned","Y73C8C.3 is affected by several genes including glp-1, skn-1, and lin-4 based on microarray and RNA-seq studies\; is affected by five chemicals including 1-methylnicotinamide, methylmercuric chloride, and Alovudine based on RNA-seq and microarray studies."
"1003","WBGene00022264","Y73C8C.7","Pseudogene","Pseudogene","Pseudogene","sdz-34 is affected by rsr-2 based on tiling array studies\; is predicted to encode a protein with the following domains: Zinc finger, RING-type and Zinc finger, RING\/FYVE\/PHD-type."
"1004","WBGene00022266","Y73C8C.9","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srt","srt-56 is affected by mir-34 and drh-3 based on microarray and RNA-seq studies\; is affected by allantoin based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class t (Srt)."
"1005","WBGene00022316","Y81B9A.2","Unassigned","Unassigned","Unassigned","Y81B9A.2 is enriched in the Z1.p, the Z4.a, the male, the male distal tip cell, and the somatic gonad precursor based on RNA-seq studies\; is affected by several genes including sir-2.1, pgl-1, and csr-1 based on microarray and RNA-seq studies\; is affected by Sirolimus based on microarray studies."
"1006","WBGene00022318","Y82E9BL.1","Unassigned","Unassigned","Unassigned: membrane spanning domain","Y82E9BL.1 is affected by rsr-2 and sir-2.1 based on tiling array and microarray studies\; is affected by Atrazine based on microarray studies."
"1007","WBGene00022322","Y82E9BL.5","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y82E9BL.5 is affected by several genes including cyc-1, mir-34, and mir-35 based on microarray studies\; is affected by hydrogen sulfide, Mercuric Chloride, and Tunicamycin based on microarray studies."
"1008","WBGene00022324","Y82E9BL.7","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-26 is enriched in the intestine based on RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by seven chemicals including methylmercury hydroxide, methylmercuric chloride, and Mercuric Chloride based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: F-box domain, Domain of unknown function DUF38, Caenorhabditis species, and F-box-like domain superfamily."
"1009","WBGene00022328","Y82E9BL.12","Unassigned","Unassigned","Unassigned","Y82E9BL.12 is enriched in the AVA and the male based on tiling array and RNA-seq studies\; is affected by several genes including sir-2.1, pgl-1, and dpy-21 based on RNA-seq and microarray studies\; is affected by tryptophan, multi-walled carbon nanotube, and dibromoacetic acid based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Methyltransferase FkbM."
"1010","WBGene00022340","Y82E9BR.7","Pseudogene","Pseudogene","Pseudogene","Y82E9BR.7 is enriched in the male based on RNA-seq studies\; is affected by lin-15B based on microarray studies."
"1011","WBGene00022341","Y82E9BR.8","Unassigned","Unassigned","Unassigned","N.A."
"1012","WBGene00022343","Y82E9BR.10","Unassigned","Unassigned","Unassigned","Y82E9BR.10 is enriched in the hypodermis based on RNA-seq studies\; is affected by cyc-1, clk-1, and mir-34 based on microarray studies\; is affected by Atrazine and Diazinon based on microarray studies."
"1013","WBGene00022344","Y82E9BR.11","Unassigned","Unassigned","Unassigned: ALS2cr12 domain","pals-40 is affected by several genes including pgl-1, glh-1, and hpl-2 based on RNA-seq and microarray studies\; is affected by tryptophan based on microarray studies."
"1014","WBGene00022352","Y82E9BR.20","Unassigned","Unassigned","Unassigned","Y82E9BR.20 is enriched in the NSM based on tiling array studies\; is affected by several genes including clk-1, pgl-1, and glh-1 based on microarray and RNA-seq studies\; is affected by Alovudine, stavudine, and Zidovudine based on RNA-seq studies."
"1015","WBGene00022403","Y97E10B.1","Unassigned","Unassigned","Unassigned: Glycosyltransferase family A ","Y97E10B.1 is affected by several genes including daf-16, daf-12, and lin-15B based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Glycosyltransferase family 92."
"1016","WBGene00022421","Y102E9.3","Unassigned","Unassigned","Unassigned","Y102E9.3 is enriched in the NSM and the coelomocyte based on tiling array studies\; is affected by hpl-2, sir-2.1, and mir-243 based on tiling array and microarray studies\; is affected by Microcystin-LR based on microarray studies."
"1017","WBGene00022442","Y110A2AL.5","Unassigned","Unassigned","Unassigned","Y110A2AL.5 is enriched in the NSM based on tiling array studies\; is affected by rsr-2, clk-1, and drh-3 based on tiling array, microarray, and RNA-seq studies\; is affected by fluoranthene based on microarray studies\; is predicted to encode a protein with the following domains: PAN-3 domain and C-type lectin fold."
"1018","WBGene00022444","Y110A2AL.7","Unassigned","Unassigned","Unassigned","Y110A2AL.7 is enriched in the germ line and the male based on proteomic, RNA-seq, and microarray studies\; is affected by several genes including sma-2, sma-4, and ain-1 based on tiling array, RNA-seq, and microarray studies\; is affected by Sirolimus based on microarray studies."
"1019","WBGene00022446","Y110A2AL.10","Unassigned","Unassigned","Unassigned","Y110A2AL.10 is enriched in the FLP based on microarray studies\; is affected by rsr-2 and hpl-2 based on tiling array and RNA-seq studies\; is affected by multi-walled carbon nanotube and Sirolimus based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Smr domain superfamily."
